Well,Cycle,FAM
E10,3,-2640.623047
E11,3,
E12,3,-3292.188477
F1,3,5923.956055
F2,3,7824.986328
F3,3,4345.59668
F4,3,-2666.69043
F5,3,-2744.915039
F6,3,-883.6726074
F7,3,-1624.015259
F8,3,518.901062
F9,3,1582.017944
F10,3,-3290.584961
F11,3,
F12,3,-3274.713867
G1,3,1658.781128
G2,3,2533.133301
G3,3,2298.644287
G4,3,-1747.292236
G5,3,-3082.82373
G6,3,-2829.254639
G7,3,-3195.594727
G8,3,-2941.497559
G9,3,-3269.523193
G10,3,-3405.416016
G11,3,
G12,3,
H1,3,-357.4937134
H2,3,-2434.365723
H3,3,-1770.640991
H4,3,-2831.737793
H5,3,-2443.078369
H6,3,-2883.802246
H7,3,-3287.335693
H8,3,-3338.29248
H9,3,-3129.520996
H10,3,-3863.666504
H11,3,-2787.331543
H12,3,
A1,4,6530.690918
A2,4,10565.93457
A3,4,16423.28711
A4,4,23669.30859
A5,4,27324.625
A6,4,28615.63281
A7,4,7646.990723
A8,4,15563.59375
A9,4,17616.58594
A10,4,-2783.144043
A11,4,-2908.250977
A12,4,-2171.128906
B1,4,4864.969727
B2,4,10765.10645
B3,4,15176.10742
B4,4,20659.36328
B5,4,24320.84766
B6,4,22880.52344
B7,4,11092.68359
B8,4,7721.706543
B9,4,9276.608398
B10,4,-3551.930176
B11,4,-3988.970459
B12,4,-2473.939453
C1,4,14585.00195
C2,4,12573.14941
C3,4,10711.4043
C4,4,17430.95703
C5,4,16654.52148
C6,4,23965.81445
C7,4,7946.168457
C8,4,18970.70117
C9,4,15864.53613
C10,4,-2746.064941
C11,4,-3638.840332
C12,4,-2065.287109
D1,4,8166.500488
D2,4,24371.59961
D3,4,10011.42578
D4,4,14263.64355
D5,4,7106.999023
D6,4,19857.32617
D7,4,9384.699219
D8,4,24527.40039
D9,4,10838.0625
D10,4,-3226.665771
D11,4,
D12,4,-2470.09082
E1,4,2954.318359
E2,4,10360.81738
E3,4,11995.15527
E4,4,3692.470215
E5,4,1914.106934
E6,4,648.0905762
E7,4,4302.583496
E8,4,12050.02344
E9,4,4685.154785
E10,4,-2651.9021
E11,4,
E12,4,-3195.751465
F1,4,8913.146484
F2,4,11040.81445
F3,4,6809.575195
F4,4,-2466.031738
F5,4,-2507.280762
F6,4,-297.1395874
F7,4,-1059.582153
F8,4,2237.318848
F9,4,3284.875977
F10,4,-3288.297607
F11,4,
F12,4,-3251.724609
G1,4,3315.21582
G2,4,4523.907227
G3,4,4272.335938
G4,4,-1522.044434
G5,4,-2861.73877
G6,4,-2709.770508
G7,4,-2679.258301
G8,4,-2912.941162
G9,4,-3219.768066
G10,4,-3269.416016
G11,4,
G12,4,
H1,4,574.7618408
H2,4,-2273.932861
H3,4,-1390.18457
H4,4,-2845.182617
H5,4,-2454.979004
H6,4,-2880.687012
H7,4,-3281.458008
H8,4,-3348.028076
H9,4,-3145.500488
H10,4,-3758.523438
H11,4,-2730.505859
H12,4,
A1,5,8848.533203
A2,5,13357.47656
A3,5,20998.10156
A4,5,29055.43359
A5,5,33216.34375
A6,5,34405.52344
A7,5,10789.62305
A8,5,20263.39648
A9,5,23227.44336
A10,5,-2763.449219
A11,5,-2941.018799
A12,5,-2159.94043
B1,5,6901.750977
B2,5,13918.25
B3,5,19522.69727
B4,5,25681.22461
B5,5,29941.17773
B6,5,27800.33789
B7,5,14998.32227
B8,5,10572.54688
B9,5,13163.63477
B10,5,-3575.770508
B11,5,-3921.4375
B12,5,-2450.371094
C1,5,18810.04688
C2,5,16239.43848
C3,5,14063.14648
C4,5,21665
C5,5,20897.10156
C6,5,29463.28906
C7,5,11000.95703
C8,5,24276.48633
C9,5,20326.54492
C10,5,-2764.422363
C11,5,-3600.254395
C12,5,-2054.487061
D1,5,10778.97266
D2,5,30583.27539
D3,5,13114.65918
D4,5,17876.41602
D5,5,10251.72754
D6,5,24593.85938
D7,5,12509.3457
D8,5,30766.21484
D9,5,14286.24609
D10,5,-3234.195557
D11,5,
D12,5,-2481.356445
E1,5,4448.814941
E2,5,13518.46582
E3,5,15804.86035
E4,5,5424.869629
E5,5,3227.997559
E6,5,1661.825562
E7,5,6391.376465
E8,5,15947.91699
E9,5,6892.916016
E10,5,-2646.505371
E11,5,
E12,5,-3122.660645
F1,5,11922.20898
F2,5,14172.04883
F3,5,9327.260742
F4,5,-2263.581787
F5,5,-2222.572998
F6,5,336.8406372
F7,5,-454.8658752
F8,5,3891.48877
F9,5,5001.244141
F10,5,-3278.105225
F11,5,
F12,5,-3242.80957
G1,5,5015.868164
G2,5,6509.915039
G3,5,6249.07959
G4,5,-1272.013672
G5,5,-2611.024414
G6,5,-2581.996826
G7,5,-2239.325195
G8,5,-2883.503418
G9,5,-3162.926025
G10,5,-3171.128418
G11,5,
G12,5,
H1,5,1393.934204
H2,5,-2103.564941
H3,5,-982.7069092
H4,5,-2834.233398
H5,5,-2441.200439
H6,5,-2872.609619
H7,5,-3289.893799
H8,5,-3358.733887
H9,5,-3167.27002
H10,5,-3641.100098
H11,5,-2735.825928
H12,5,
A1,6,11032.80273
A2,6,15946.0498
A3,6,25342.62891
A4,6,33845.47656
A5,6,38454.98047
A6,6,39769.98828
A7,6,13965.97363
A8,6,24737.86719
A9,6,28081.10156
A10,6,-2768.994873
A11,6,-2931.775879
A12,6,-2129.684326
B1,6,8933.255859
B2,6,16893.98242
B3,6,23597.21484
B4,6,30355.71289
B5,6,34981.66797
B6,6,32200.03125
B7,6,18746.13086
B8,6,13323.88965
B9,6,16571.78711
B10,6,-3606.342041
B11,6,-3855.237793
B12,6,-2431.721191
C1,6,22805.00195
C2,6,19874.40625
C3,6,17314.98047
C4,6,25178.43359
C5,6,24681.60938
C6,6,34678.01563
C7,6,13643.65137
C8,6,29105.54297
C9,6,24583.61133
C10,6,-2774.532471
C11,6,-3520.984375
C12,6,-2008.203735
D1,6,13363.0332
D2,6,36188.09766
D3,6,16172.32617
D4,6,21164.99805
D5,6,13046.4707
D6,6,29022.52344
D7,6,15402.9082
D8,6,36208.25781
D9,6,17501.83984
D10,6,-3206.541504
D11,6,
D12,6,-2462.061035
E1,6,5947.344727
E2,6,16665.25391
E3,6,19427.02734
E4,6,7182.469238
E5,6,4564.540039
E6,6,2694.313965
E7,6,8383.640625
E8,6,19617.04102
E9,6,9024.783203
E10,6,-2625.784668
E11,6,
E12,6,-3100.751709
F1,6,14811.67188
F2,6,17389.41992
F3,6,11789.78711
F4,6,-2020.461792
F5,6,-1949.857056
F6,6,1008.209961
F7,6,227.5410156
F8,6,5511.440918
F9,6,6694.36084
F10,6,-3247.484619
F11,6,
F12,6,-3235.582275
G1,6,6708.224609
G2,6,8450.30957
G3,6,8228.834961
G4,6,-1005.314392
G5,6,-2355.769531
G6,6,-2453.239746
G7,6,-1810.187988
G8,6,-2829.572754
G9,6,-3079.866211
G10,6,-3052.463135
G11,6,
G12,6,
H1,6,2198.64917
H2,6,-1914.863647
H3,6,-543.605896
H4,6,-2817.447998
H5,6,-2425.564453
H6,6,-2849.562256
H7,6,-3279.405273
H8,6,-3364.143555
H9,6,-3172.904297
H10,6,-3592.686523
H11,6,-2719.738281
H12,6,
A1,7,13287.56055
A2,7,18606.78125
A3,7,29684.29492
A4,7,38430.87109
A5,7,43472.56641
A6,7,44611.02734
A7,7,16850.23633
A8,7,29305.44922
A9,7,32754.29883
A10,7,-2773.274902
A11,7,-2914.843994
A12,7,-2085.538086
B1,7,10942.31445
B2,7,19908.33594
B3,7,27785.38281
B4,7,34916.32031
B5,7,39832.60547
B6,7,36470.95313
B7,7,22497.69922
B8,7,15957.9209
B9,7,20054.21289
B10,7,-3607.4104
B11,7,-3806.416504
B12,7,-2393.679688
C1,7,26771.2832
C2,7,23446.38086
C3,7,20608.03125
C4,7,28530.58203
C5,7,28335.58984
C6,7,39614.69531
C7,7,16297.94336
C8,7,33623.73828
C9,7,28585.79883
C10,7,-2780.851563
C11,7,-3459.761719
C12,7,-1979.257813
D1,7,15936.74219
D2,7,41239.6875
D3,7,19285.93945
D4,7,24402.58594
D5,7,15875.37793
D6,7,33333.45703
D7,7,18231.53711
D8,7,41157.25781
D9,7,20709.29688
D10,7,-3198.737793
D11,7,
D12,7,-2458.039063
E1,7,7504.695313
E2,7,19628.8457
E3,7,23077.77148
E4,7,9022.762695
E5,7,5974.166504
E6,7,3791.731445
E7,7,10391.9668
E8,7,23338.79297
E9,7,11203.36914
E10,7,-2617.636719
E11,7,
E12,7,-3098.007324
F1,7,17799.56641
F2,7,20643.17383
F3,7,14315.42969
F4,7,-1743.711548
F5,7,-1657.596436
F6,7,1727.500244
F7,7,936.132019
F8,7,7184.223145
F9,7,8503.866211
F10,7,-3243.732422
F11,7,
F12,7,-3221.621582
G1,7,8513.780273
G2,7,10528.0625
G3,7,10326.93359
G4,7,-746.866333
G5,7,-2074.070313
G6,7,-2305.311035
G7,7,-1333.685669
G8,7,-2796.748047
G9,7,-2952.988281
G10,7,-3043.870605
G11,7,
G12,7,
H1,7,3076.737305
H2,7,-1729.159912
H3,7,-88.1088562
H4,7,-2802.709717
H5,7,-2386.089844
H6,7,-2843.729492
H7,7,-3286.315674
H8,7,-3376.87207
H9,7,-3194.223633
H10,7,-3562.657227
H11,7,-2731.988037
H12,7,
A1,8,15361.54395
A2,8,21315.32422
A3,8,33801.80078
A4,8,42649.95313
A5,8,48037.69531
A6,8,48852.99219
A7,8,19329.99609
A8,8,33413.59375
A9,8,37040.125
A10,8,-2748.529785
A11,8,-2906.125244
A12,8,-2037.641113
B1,8,12877.76172
B2,8,22930.16406
B3,8,31608.41797
B4,8,39078.98047
B5,8,44176.21875
B6,8,40396.47266
B7,8,25865.59766
B8,8,18725.20898
B9,8,22947.32031
B10,8,-3624.567871
B11,8,-3773.325195
B12,8,-2361.635742
C1,8,30557.9375
C2,8,26827.72656
C3,8,23645.71289
C4,8,31641.61914
C5,8,31743.83594
C6,8,43936.65625
C7,8,18957.71094
C8,8,38025.67578
C9,8,32159.3457
C10,8,-2768.114014
C11,8,-3403.668945
C12,8,-1945.753418
D1,8,18521.45898
D2,8,45497.57031
D3,8,22311.85156
D4,8,27289.86719
D5,8,18245.15039
D6,8,37192.71875
D7,8,21115.69336
D8,8,45787.73828
D9,8,23704.37695
D10,8,-3169.373535
D11,8,
D12,8,-2451.536865
E1,8,9069.143555
E2,8,22527.70313
E3,8,26509.44727
E4,8,10689.50195
E5,8,7336.612793
E6,8,4903.654785
E7,8,12377.60352
E8,8,26824.89453
E9,8,13309.45313
E10,8,-2580.844482
E11,8,
E12,8,-3094.711426
F1,8,20752.44531
F2,8,23850.15234
F3,8,16708.56445
F4,8,-1487.760742
F5,8,-1360.546631
F6,8,2470.133301
F7,8,1637.112427
F8,8,8848.536133
F9,8,10203.85645
F10,8,-3204.260986
F11,8,
F12,8,-3215.975098
G1,8,10279.62109
G2,8,12475.69629
G3,8,12381.14648
G4,8,-424.7579041
G5,8,-1779.926636
G6,8,-2143.07959
G7,8,-843.0809937
G8,8,-2742.392334
G9,8,-2848.344238
G10,8,-2947.310547
G11,8,
G12,8,
H1,8,3902.210449
H2,8,-1524.069336
H3,8,405.9339905
H4,8,-2746.589844
H5,8,-2373.340088
H6,8,-2803.561768
H7,8,-3280.466309
H8,8,-3366.852539
H9,8,-3174.59082
H10,8,-3526.518799
H11,8,-2718.888184
H12,8,
A1,9,17416.51172
A2,9,23665.76953
A3,9,37691.80078
A4,9,46115.88672
A5,9,51915.16406
A6,9,52700.93359
A7,9,22220.75781
A8,9,37305.99609
A9,9,41012.85156
A10,9,-2767.426758
A11,9,-2899.629639
A12,9,-1981.319946
B1,9,14817.30664
B2,9,25557.10938
B3,9,35318.82422
B4,9,43494.58594
B5,9,48074.98438
B6,9,43926.61719
B7,9,29429.52539
B8,9,21267.86523
B9,9,25889.47266
B10,9,-3588.07959
B11,9,-3713.150879
B12,9,-2340.416016
C1,9,34221.80078
C2,9,30239.03711
C3,9,26860.96484
C4,9,34131.44531
C5,9,34828.07813
C6,9,47909.0625
C7,9,21761.03906
C8,9,42046.99219
C9,9,35396.11719
C10,9,-2737.950195
C11,9,-3362.075684
C12,9,-1907.812134
D1,9,21053.25977
D2,9,49887.27344
D3,9,25276.36328
D4,9,29967.00781
D5,9,20772.07813
D6,9,40738.09766
D7,9,23963.64063
D8,9,49501.05469
D9,9,26481.99023
D10,9,-3140.307861
D11,9,
D12,9,-2461.674805
E1,9,10578.80371
E2,9,25414.57031
E3,9,29977.17383
E4,9,12620.43262
E5,9,8773.542969
E6,9,5944.693359
E7,9,14332.25977
E8,9,30222.14844
E9,9,15416.97266
E10,9,-2573.251953
E11,9,
E12,9,-3040.239014
F1,9,23534.33398
F2,9,27051.91797
F3,9,19047.83398
F4,9,-1167.943726
F5,9,-1059.689331
F6,9,3193.861328
F7,9,2328.20459
F8,9,10506.8291
F9,9,12002.81445
F10,9,-3183.242188
F11,9,
F12,9,-3194.226563
G1,9,12104.02441
G2,9,14538.51465
G3,9,14419.22168
G4,9,-194.4988251
G5,9,-1471.360474
G6,9,-1982.251465
G7,9,-360.0879211
G8,9,-2693.833984
G9,9,-2771.35498
G10,9,-2908.226563
G11,9,
G12,9,
H1,9,4738.813477
H2,9,-1287.842285
H3,9,879.8342896
H4,9,-2748.34668
