Well,Cycle,FAM
D10,7,
D11,7,
D12,7,
E1,7,20558.81641
E2,7,17436.05469
E3,7,20345.49023
E4,7,-4370.63623
E5,7,-4455.509766
E6,7,-4427.689453
E7,7,-4352.769531
E8,7,
E9,7,
E10,7,
E11,7,
E12,7,
F1,7,-3970.578857
F2,7,-3635.183105
F3,7,-4044.417969
F4,7,-4441.566406
F5,7,-4117.13623
F6,7,-4335.54248
F7,7,-4370.529785
F8,7,
F9,7,
F10,7,
F11,7,
F12,7,
G1,7,-4318.685547
G2,7,-4619.810547
G3,7,-4686.394531
G4,7,-3591.896973
G5,7,-5007.265137
G6,7,-4728.211914
G7,7,
G8,7,
G9,7,
G10,7,
G11,7,
G12,7,
H1,7,-2343.27124
H2,7,-4612.032715
H3,7,-4137.933594
H4,7,-4750.621094
H5,7,-4497.442383
H6,7,-4915.359375
H7,7,
H8,7,
H9,7,
H10,7,
H11,7,
H12,7,
A1,8,20147.34766
A2,8,17908.9375
A3,8,20652.34961
A4,8,-4548.991211
A5,8,-4469.448242
A6,8,-4310.572266
A7,8,-3733.958008
A8,8,-4480.637695
A9,8,
A10,8,
A11,8,
A12,8,
B1,8,20683.83008
B2,8,21053.5918
B3,8,19768.5
B4,8,-4200.876465
B5,8,-4146.479492
B6,8,-4414.076172
B7,8,-4609.868164
B8,8,-4785.989746
B9,8,
B10,8,
B11,8,
B12,8,
C1,8,20108.55859
C2,8,20406.22266
C3,8,17319.63867
C4,8,-4077.516357
C5,8,-3386.060547
C6,8,-4745.071777
C7,8,-4671.412109
C8,8,-4559.411621
C9,8,
C10,8,
C11,8,
C12,8,
D1,8,18093.11328
D2,8,21887.73047
D3,8,18511.10742
D4,8,-4431.445801
D5,8,-3755.390137
D6,8,-4522.787109
D7,8,-4518.316406
D8,8,
D9,8,
D10,8,
D11,8,
D12,8,
E1,8,20798.69336
E2,8,18040.72656
E3,8,21147.18359
E4,8,-4335.773438
E5,8,-4465.839844
E6,8,-4419.741211
E7,8,-4354.417969
E8,8,
E9,8,
E10,8,
E11,8,
E12,8,
F1,8,-3951.363281
F2,8,-3598.961914
F3,8,-4016.452148
F4,8,-4401.496094
F5,8,-4119.193359
F6,8,-4310.999512
F7,8,-4373.066895
F8,8,
F9,8,
F10,8,
F11,8,
F12,8,
G1,8,-4280.941895
G2,8,-4609.642578
G3,8,-4695.072266
G4,8,-3576.796875
G5,8,-4984.841797
G6,8,-4727.166016
G7,8,
G8,8,
G9,8,
G10,8,
G11,8,
G12,8,
H1,8,-2313.153564
H2,8,-4610.174805
H3,8,-4101.258789
H4,8,-4757.292969
H5,8,-4483.491211
H6,8,-4906.609375
H7,8,
H8,8,
H9,8,
H10,8,
H11,8,
H12,8,
A1,9,20357.47266
A2,9,18644.85352
A3,9,20901.40039
A4,9,-4540.925293
A5,9,-4462.463379
A6,9,-4304.286133
A7,9,-3724.381836
A8,9,-4495.103027
A9,9,
A10,9,
A11,9,
A12,9,
B1,9,21006.89648
B2,9,21314.69727
B3,9,19986.50391
B4,9,-4224.237305
B5,9,-4134.101563
B6,9,-4411.765137
B7,9,-4583.222656
B8,9,-4761.100098
B9,9,
B10,9,
B11,9,
B12,9,
C1,9,20477.80078
C2,9,20712.79102
C3,9,17730.02148
C4,9,-4056.039063
C5,9,-3315.460693
C6,9,-4720.655273
C7,9,-4681.686523
C8,9,-4556.964844
C9,9,
C10,9,
C11,9,
C12,9,
D1,9,18224.92969
D2,9,22256.17578
D3,9,19033.24609
D4,9,-4412.507813
D5,9,-3757.777344
D6,9,-4518.904785
D7,9,-4522.785156
D8,9,
D9,9,
D10,9,
D11,9,
D12,9,
E1,9,20942.75781
E2,9,18620.42773
E3,9,21795.48438
E4,9,-4343.22998
E5,9,-4457.077637
E6,9,-4407.538574
E7,9,-4340.659668
E8,9,
E9,9,
E10,9,
E11,9,
E12,9,
F1,9,-3943.515625
F2,9,-3586.344971
F3,9,-4019.788574
F4,9,-4419.048828
F5,9,-4090.169434
F6,9,-4306.671875
F7,9,-4358.371582
F8,9,
F9,9,
F10,9,
F11,9,
F12,9,
G1,9,-4262.111328
G2,9,-4605.525879
G3,9,-4671.806152
G4,9,-3571.079102
G5,9,-4994.304688
G6,9,-4716.982422
G7,9,
G8,9,
G9,9,
G10,9,
G11,9,
G12,9,
H1,9,-2295.810303
H2,9,-4600.558594
H3,9,-4102.952637
H4,9,-4753.291016
H5,9,-4477.177734
H6,9,-4899.237305
H7,9,
H8,9,
H9,9,
H10,9,
H11,9,
H12,9,
A1,10,20497.14648
A2,10,19432.54883
A3,10,21057.51172
A4,10,-4527.985352
A5,10,-4472.150879
A6,10,-4285.450195
A7,10,-3721.011475
A8,10,-4470.551758
A9,10,
A10,10,
A11,10,
A12,10,
B1,10,21204.33398
B2,10,21417.67188
B3,10,20180.42578
B4,10,-4160.245605
B5,10,-4120.891602
B6,10,-4403.962891
B7,10,-4594.787598
B8,10,-4763.615234
B9,10,
B10,10,
B11,10,
B12,10,
C1,10,20713.61133
C2,10,20889.91992
C3,10,18009.66016
C4,10,-4059.285645
C5,10,-3225.723145
C6,10,-4722.206055
C7,10,-4623.390137
C8,10,-4533.228027
C9,10,
C10,10,
C11,10,
C12,10,
D1,10,18288.60156
D2,10,22437.09961
D3,10,19477.17188
D4,10,-4401.230469
D5,10,-3732.668701
D6,10,-4506.188965
D7,10,-4479.881836
D8,10,
D9,10,
D10,10,
D11,10,
D12,10,
E1,10,21083.0625
E2,10,18888.65039
E3,10,22331.8457
E4,10,-4311.640137
E5,10,-4425.51709
E6,10,-4393.70459
E7,10,-4340.327148
E8,10,
E9,10,
E10,10,
E11,10,
E12,10,
F1,10,-3947.074707
F2,10,-3616.418945
F3,10,-4010.559082
F4,10,-4374.821289
F5,10,-4094.01123
F6,10,-4275.980469
F7,10,-4367.464844
F8,10,
F9,10,
F10,10,
F11,10,
F12,10,
G1,10,-4258.619141
G2,10,-4585.411133
G3,10,-4671.824219
G4,10,-3583.320068
G5,10,-4980.175781
G6,10,-4704.296875
G7,10,
G8,10,
G9,10,
G10,10,
G11,10,
G12,10,
H1,10,-2298.496094
H2,10,-4597.455078
H3,10,-4087.509033
H4,10,-4748.56543
H5,10,-4455.554688
H6,10,-4882.265137
H7,10,
H8,10,
H9,10,
H10,10,
H11,10,
H12,10,
A1,11,20646.33008
A2,11,20025.61328
A3,11,21194.74805
A4,11,-4511.93457
A5,11,-4461.511719
A6,11,-4270.850586
A7,11,-3713.291016
A8,11,-4468.45459
A9,11,
A10,11,
A11,11,
A12,11,
B1,11,21426.87109
B2,11,21427.43945
B3,11,20352.23438
B4,11,-4193.490234
B5,11,-4113.703613
B6,11,-4390.880859
B7,11,-4575.057129
B8,11,-4743.726563
B9,11,
B10,11,
B11,11,
B12,11,
C1,11,20964.23828
C2,11,21035.35156
C3,11,18189.60742
C4,11,-4034.5625
C5,11,-3141.45166
C6,11,-4705.410156
C7,11,-4670.556641
C8,11,-4529.475586
C9,11,
C10,11,
C11,11,
C12,11,
D1,11,18443.08984
D2,11,22648.16016
D3,11,19863.56445
D4,11,-4395.12207
D5,11,-3722.12085
D6,11,-4494.35791
D7,11,-4506.803711
D8,11,
D9,11,
D10,11,
D11,11,
D12,11,
E1,11,21243.64258
E2,11,19279.75
E3,11,22725.06641
E4,11,-4331.131836
E5,11,-4418.127441
E6,11,-4379.722168
E7,11,-4303.648926
E8,11,
E9,11,
E10,11,
E11,11,
E12,11,
F1,11,-3938.300537
F2,11,-3581.519531
F3,11,-4002.319824
F4,11,-4375.723145
F5,11,-4081.67749
