Well,Cycle,FAM,ROX
A10,122,-1219.800659,-1409.585449
A11,122,,
A12,122,,
B1,122,20872.65039,-1792.397949
B2,122,19619.54102,-1512.871094
B3,122,20486.55859,-1898.519531
B4,122,19169.56055,-1858.914063
B5,122,15636.77441,-1427.038452
B6,122,19747.76563,-1947.047852
B7,122,18287.76367,-1914.695068
B8,122,18301.07813,-1871.286133
B9,122,-1373.981201,-1460.685181
B10,122,-1620.101563,-1801.229248
B11,122,,
B12,122,,
C1,122,20021.5,-1825.181885
C2,122,21059.9668,-1740.906982
C3,122,19093.0293,-1694.914551
C4,122,18497.84766,-1729.365723
C5,122,17575.14844,-1850.435303
C6,122,19712.08203,-1852.078125
C7,122,17242.36133,-1888.535278
C8,122,17369.26172,-1929.22876
C9,122,14204.45703,-1840.987549
C10,122,-1494.198364,-1550.914673
C11,122,,
C12,122,,
D1,122,17104.37891,-1754.153442
D2,122,20429.18945,-1506.2771
D3,122,17584.89063,-1757.019043
D4,122,15617.68457,-1766.827881
D5,122,17859.08008,-1779.600586
D6,122,19440.31055,-1955.395508
D7,122,12964.95703,-1767.644287
D8,122,10310.25293,-1842.052612
D9,122,5592.884277,-1806.739868
D10,122,,
D11,122,,
D12,122,,
E1,122,17247.5957,-1859.588379
E2,122,19002.50586,-1834
E3,122,18846.20508,-1753.428467
E4,122,15041.60742,-1772.390381
E5,122,15006.24902,-1804.161499
E6,122,17191.12305,-1759.760864
E7,122,-1525.315063,-1688.276855
E8,122,-1366.467163,-1424.755005
E9,122,-36.04602432,-1010.304932
E10,122,,
E11,122,,
E12,122,,
F1,122,13138.46094,-1746.696411
F2,122,14783.92871,-1513.917114
F3,122,11640.39844,-1613.369995
F4,122,10301.05957,-1722.273804
F5,122,12181.94531,-1637.865234
F6,122,12547.66016,-1735.815552
F7,122,-1433.383179,-1624.050781
F8,122,-1679.049561,-1767.121948
F9,122,-1452.35376,-1476.826172
F10,122,,
F11,122,,
F12,122,,
G1,122,815.6393433,-1800.660278
G2,122,-1180.502075,-1810.950073
G3,122,-1559.660645,-1740.123901
G4,122,-1417.786621,-1514.918579
G5,122,-1747.821899,-2233.450195
G6,122,-1619.55957,-1850.084839
G7,122,-1495.555908,-1669.183838
G8,122,-1079.580933,-955.5619507
G9,122,-1515.574463,-1591.768921
G10,122,,
G11,122,,
G12,122,,
H1,122,-727.6143188,-783.8479614
H2,122,-1611.096802,-1735.119385
H3,122,-1359.912598,-1566.501221
H4,122,-1711.302734,-1804.526367
H5,122,-1100.393311,-1675.002441
H6,122,-1549.856812,-1723.566895
H7,122,-1427.772827,-1592.853027
H8,122,-1735.611206,-1728.203369
H9,122,-1512.665771,-1584.234985
H10,122,,
H11,122,,
H12,122,,
A1,123,17898.70703,-1811.02002
A2,123,20964.01172,-773.0556641
A3,123,15631.81934,-1778.699707
A4,123,18724.57227,-1887.398682
A5,123,17233.99219,-1675.454834
A6,123,19718.24609,-1896.844482
A7,123,17704.55469,-1567.516602
A8,123,19395.54297,-1740.703125
A9,123,16387.30859,-1861.712646
A10,123,-1218.171997,-1393.694946
A11,123,,
A12,123,,
B1,123,20854.99805,-1793.543701
B2,123,19626.98438,-1501.976318
B3,123,20472.26758,-1899.543213
B4,123,19109.24609,-1869.361084
B5,123,15680.11816,-1415.946533
B6,123,19836.69336,-1952.372559
B7,123,18177.30664,-1936.32959
B8,123,18274.00781,-1881.272949
B9,123,-1368.953857,-1446.21521
B10,123,-1615.325928,-1807.516724
B11,123,,
B12,123,,
C1,123,20063.23047,-1856.687012
C2,123,21105.94336,-1727.994385
C3,123,19125.40625,-1683.77124
C4,123,18556.55078,-1733.033447
C5,123,17504.72656,-1857.890015
C6,123,19804.31055,-1835.205078
C7,123,17666.30664,-1871.614746
C8,123,17433.32813,-1932.697388
C9,123,14169.15332,-1852.907837
C10,123,-1496.459473,-1547.986084
C11,123,,
C12,123,,
D1,123,17125.56445,-1748.144043
D2,123,20550.49805,-1497.672607
D3,123,17742.11914,-1756.920532
D4,123,15694.48438,-1771.320923
D5,123,17875.63477,-1776.191406
D6,123,19530.75781,-1945.595703
D7,123,13110.87109,-1744.976929
D8,123,10330.85645,-1835.891602
D9,123,5626.910156,-1803.953613
D10,123,,
D11,123,,
D12,123,,
E1,123,17326.36523,-1871.826538
E2,123,19077.66406,-1856.085449
E3,123,18919.85156,-1762.266846
E4,123,15039.83203,-1778.135864
E5,123,15095.84277,-1800.815674
E6,123,17305.7207,-1774.081421
E7,123,-1525.103394,-1674.093506
E8,123,-1378.045776,-1429.089355
E9,123,-22.77192116,-1006.038086
E10,123,,
E11,123,,
E12,123,,
F1,123,13189.0127,-1745.86853
F2,123,14840.57715,-1505.053711
F3,123,11739.1416,-1601.934326
F4,123,10370.02637,-1721.325806
F5,123,12239.02637,-1636.618896
F6,123,12641.33203,-1738.154297
F7,123,-1452.230957,-1627.509766
F8,123,-1679.891357,-1765.197021
F9,123,-1442.802612,-1478.146729
F10,123,,
F11,123,,
F12,123,,
G1,123,840.5684814,-1819.261597
G2,123,-1175.332642,-1811.681396
G3,123,-1566.247192,-1735.02417
G4,123,-1408.871704,-1493.427856
G5,123,-1744.594604,-2229.100586
G6,123,-1625.486084,-1843.994995
G7,123,-1472.859009,-1670.279541
G8,123,-1080.715088,-921.2585449
G9,123,-1512.155884,-1584.045654
G10,123,,
G11,123,,
G12,123,,
H1,123,-743.6494141,-784.3473511
H2,123,-1609.866943,-1735.43042
H3,123,-1349.664185,-1577.629395
H4,123,-1714.314087,-1801.260498
H5,123,-1095.112671,-1691.062866
H6,123,-1547.609741,-1719.502686
H7,123,-1421.14209,-1602.559814
H8,123,-1733.568481,-1743.677246
H9,123,-1515.487183,-1584.380615
H10,123,,
H11,123,,
H12,123,,
A1,124,17883.46094,-1820.46582
A2,124,21074.99609,-762.034668
A3,124,15652.06445,-1770.820068
A4,124,18748.04102,-1876.988281
A5,124,17174.83789,-1679.805298
A6,124,19709.81055,-1900.935059
A7,124,17750.19141,-1592.178711
A8,124,19321.04102,-1748.208984
A9,124,16392.69141,-1863.453735
A10,124,-1214.242432,-1404.900146
A11,124,,
A12,124,,
B1,124,20909.57422,-1807.795654
B2,124,19776.32813,-1482.568359
B3,124,20508.46289,-1905.696777
B4,124,19191.35352,-1870.790039
B5,124,15607.83203,-1433.463257
B6,124,19834.99609,-1945.745361
B7,124,18334.48438,-1910.1875
B8,124,18342.37695,-1869.630249
B9,124,-1358.571533,-1450.325439
B10,124,-1612.735352,-1806.60498
B11,124,,
B12,124,,
C1,124,20035.1875,-1849.871582
C2,124,21042.25391,-1739.474121
C3,124,19149.32031,-1705.671631
C4,124,18583.56836,-1739.291504
C5,124,17664.55078,-1843.929688
C6,124,19819.25391,-1847.89502
C7,124,17498.92773,-1895.088867
C8,124,17507.44336,-1921.40918
C9,124,14187.53027,-1861.897461
C10,124,-1494.555908,-1541.453003
C11,124,,
C12,124,,
D1,124,17089.01953,-1748.960938
D2,124,20427.24023,-1508.582275
D3,124,17748.83008,-1754.970093
D4,124,15794.2959,-1792.517578
D5,124,18024.90039,-1768.143799
D6,124,19473.91992,-1951.972168
D7,124,13145.31934,-1744.008301
D8,124,10417.00586,-1830.990234
D9,124,5696.556641,-1796.939087
D10,124,,
D11,124,,
D12,124,,
E1,124,17345.49414,-1854.11792
E2,124,19146.4043,-1849.482422
E3,124,18996.41797,-1756.281494
E4,124,15113.2832,-1773.632935
E5,124,15159.85938,-1796.227051
E6,124,17309.99219,-1768.157471
E7,124,-1515.239746,-1673.432861
E8,124,-1372.167725,-1417.518555
E9,124,4.358485699,-1013.14624
E10,124,,
E11,124,,
E12,124,,
F1,124,13289.30762,-1765.34375
F2,124,14953.08887,-1504.194092
F3,124,11829.52441,-1607.240479
F4,124,10448.03223,-1720.838135
F5,124,12281.38281,-1638.952881
F6,124,12706.21387,-1746.653076
F7,124,-1436.084717,-1646.121582
F8,124,-1673.071289,-1773.012573
F9,124,-1438.148804,-1487.706787
F10,124,,
F11,124,,
F12,124,,
G1,124,872.3071289,-1805.540283
G2,124,-1179.254272,-1811.447754
G3,124,-1563.896973,-1736.473022
G4,124,-1414.196655,-1505.320923
G5,124,-1743.13501,-2244.019287
G6,124,-1620.607422,-1843.484009
G7,124,-1490.043579,-1661.607666
G8,124,-1071.702637,-939.7512207
G9,124,-1511.321655,-1607.658691
G10,124,,
G11,124,,
G12,124,,
H1,124,-729.8406372,-775.5139771
H2,124,-1609.305542,-1745.20166
H3,124,-1344.446411,-1579.616211
H4,124,-1707.122925,-1808.304688
H5,124,-1091.755615,-1681.04541
H6,124,-1542.286621,-1718.75293
H7,124,-1420.493042,-1585.712036
H8,124,-1732.738281,-1749.904785
H9,124,-1514.002563,-1569.619385
H10,124,,
H11,124,,
H12,124,,
A1,125,17968.33008,-1825.094971
A2,125,21114.54492,-776.081543
A3,125,15648.62695,-1785.235352
A4,125,18747.68359,-1907.166748
A5,125,17139.74023,-1692.050659
A6,125,19743.62305,-1903.900391
A7,125,17821.98047,-1584.895264
A8,125,19282.70508,-1758.376221
A9,125,16479.85352,-1867.380615
A10,125,-1209.203857,-1422.318237
A11,125,,
A12,125,,
B1,125,20861.18555,-1796.770752
B2,125,19798.82813,-1494.442383
B3,125,20528.56641,-1913.340332
B4,125,19490.22266,-1870.091064
B5,125,15640.90625,-1440.565918
B6,125,19813.7168,-1943.945801
B7,125,18444.80664,-1912.244263
B8,125,18413.38281,-1870.303589
B9,125,-1363.527588,-1474.007324
B10,125,-1611.503784,-1808.264771
B11,125,,
B12,125,,
C1,125,20156.70898,-1860.041504
C2,125,21042.14648,-1743.052246
C3,125,19231.35938,-1696.609863
C4,125,18489.37891,-1729.065186
C5,125,17671.36914,-1839.557617
C6,125,19772.35352,-1851.225098
C7,125,17480.25195,-1882.929932
C8,125,17606.31641,-1899.932129
C9,125,14320.70605,-1847.470215
C10,125,-1481.337524,-1556.59668
C11,125,,
C12,125,,
D1,125,17160.70508,-1753.813232
D2,125,20436.78906,-1508.548828
D3,125,17821.31641,-1745.322266
D4,125,15840.94336,-1755.45874
D5,125,18072.4375,-1771.962891
D6,125,19489.5,-1950.589111
D7,125,13201.97852,-1767.397949
D8,125,10549.85645,-1830.268921
D9,125,5794.839844,-1792.2771
D10,125,,
D11,125,,
D12,125,,
E1,125,17470.66602,-1854.20752
E2,125,19087.93945,-1852.483398
E3,125,19077.77148,-1755.101807
E4,125,15321.70508,-1762.229004
E5,125,15271.81738,-1800.390137
E6,125,17376.78711,-1766.758423
E7,125,-1513.987061,-1672.37915
E8,125,-1358.989136,-1426.577148
E9,125,28.45612144,-1017.296692
E10,125,,
E11,125,,
E12,125,,
F1,125,13366.63965,-1743.752686
F2,125,14901.5791,-1510.057373
F3,125,11923.89648,-1602.618164
F4,125,10548.06836,-1718.90625
F5,125,12371.91797,-1658.370728
F6,125,12787.10059,-1723.220215
F7,125,-1430.110596,-1612.506714
F8,125,-1669.785278,-1758.014282
F9,125,-1441.600952,-1477.647949
F10,125,,
F11,125,,
F12,125,,
G1,125,894.5204468,-1815.332764
G2,125,-1150.80127,-1804.852051
G3,125,-1560.460449,-1740.75354
G4,125,-1424.24585,-1497.517334
G5,125,-1740.253784,-2237.852051
G6,125,-1614.732544,-1842.959717
G7,125,-1492.093018,-1664.380249
G8,125,-1072.639038,-933.1584473
G9,125,-1505.012329,-1599.070801
G10,125,,
G11,125,,
G12,125,,
H1,125,-737.7015381,-784.7689819
H2,125,-1609.361206,-1730.212769
H3,125,-1344.769897,-1572.508789
H4,125,-1710.808838,-1808.308472
H5,125,-1083.156616,-1667.341064
H6,125,-1541.199951,-1725.158325
H7,125,-1419.264282,-1604.921875
H8,125,-1730.031982,-1739.258911
H9,125,-1507.72644,-1590.29248
H10,125,,
H11,125,,
H12,125,,
A1,126,17980.07617,-1819.6521
A2,126,21098.46484,-787.6445313
A3,126,15648.92676,-1760.236084
A4,126,18790.81641,-1896.401123
A5,126,17207.8418,-1686.300049
A6,126,19754.9082,-1900.12207
A7,126,17841.33984,-1569.73999
A8,126,19450.58203,-1748.062012
A9,126,16509.71094,-1860.303467
A10,126,-1210.297485,-1406.246216
A11,126,,
A12,126,,
B1,126,20804.14844,-1808.193359
B2,126,19633.16016,-1520.151611
B3,126,20498.95703,-1907.786621
B4,126,19495.72656,-1851.523193
B5,126,15755.33691,-1429.907471
B6,126,19775.14648,-1951.182129
B7,126,18512.23242,-1918.528931
B8,126,18269.89453,-1861.881348
B9,126,-1358.151367,-1462.782715
B10,126,-1601.034058,-1806.12207
B11,126,,
B12,126,,
C1,126,20110.46094,-1845.10376
C2,126,21175.01563,-1745.167236
C3,126,19144.25391,-1686.023193
C4,126,18509.35938,-1755.243896
C5,126,17599.51367,-1848.052002
C6,126,19819.36719,-1868.572998
C7,126,17430.78711,-1890.20752
C8,126,17561.25391,-1918.383301
C9,126,14339.89941,-1851.744019
C10,126,-1484.052002,-1548.794922
C11,126,,
C12,126,,
D1,126,17162.31641,-1741.788452
D2,126,20586.84766,-1516.627441
D3,126,17904.92578,-1746.484497
D4,126,15873.78125,-1770.813843
D5,126,18070.48633,-1784.90271
D6,126,19557.29688,-1955.50708
D7,126,13274.99316,-1760.079956
D8,126,10612.77637,-1837.221558
D9,126,5834.396973,-1799.848389
D10,126,,
D11,126,,
D12,126,,
E1,126,17522.58984,-1844.268311
E2,126,19184.77148,-1862.311768
E3,126,19159.69141,-1747.581787
E4,126,15350.68164,-1777.601929
E5,126,15323.76953,-1804.286377
E6,126,17449.02344,-1762.315308
E7,126,-1509.702026,-1684.429565
E8,126,-1372.675171,-1416.176392
E9,126,44.82859039,-1009.845032
E10,126,,
E11,126,,
E12,126,,
F1,126,13490.86914,-1753.497559
F2,126,14882.31543,-1524.157959
F3,126,11991.52539,-1593.300293
F4,126,10627.61328,-1734.685791
F5,126,12471.08691,-1636.757446
F6,126,12923.63965,-1739.990479
F7,126,-1418.293823,-1622.948242
F8,126,-1669.033081,-1762.869507
F9,126,-1442.634888,-1492.042236
F10,126,,
F11,126,,
F12,126,,
G1,126,916.3832397,-1813.386353
G2,126,-1151.174683,-1807.990845
G3,126,-1560.087158,-1735.534424
G4,126,-1422.723267,-1524.175659
G5,126,-1732.225098,-2238.418945
G6,126,-1607.113647,-1857.56604
G7,126,-1494.14624,-1680.207764
G8,126,-1070.633667,-934.2788086
G9,126,-1503.658447,-1594.407227
G10,126,,
G11,126,,
G12,126,,
H1,126,-723.0864868,-794.7150879
H2,126,-1612.513916,-1745.779785
H3,126,-1349.400391,-1585.396729
H4,126,-1714.976563,-1804.693359
H5,126,-1080.957031,-1676.958374
H6,126,-1540.922485,-1731.243042
H7,126,-1420.678467,-1584.477051
H8,126,-1730.473267,-1742.526245
H9,126,-1506.362061,-1587.489136
H10,126,,
H11,126,,
H12,126,,
A1,127,18040.74023,-1822.343994
A2,127,21119.88086,-768.623291
A3,127,15666.52148,-1770.061768
A4,127,18880.67383,-1895.054932
A5,127,17257.51563,-1676.023682
A6,127,19808.98828,-1901.200195
A7,127,17862.85938,-1578.666016
A8,127,19242.1875,-1776.554932
A9,127,16551.25391,-1868.137939
A10,127,-1202.131104,-1414.098389
A11,127,,
A12,127,,
B1,127,20836.50391,-1805.25293
B2,127,19700.26172,-1514.165771
B3,127,20506.48828,-1911.010742
B4,127,19252.4707,-1861.080566
B5,127,15718.02832,-1419.288086
B6,127,19722.83984,-1952.998291
B7,127,18599.50977,-1899.751709
B8,127,18495.25977,-1877.434814
B9,127,-1364.283203,-1471.240723
B10,127,-1601.23645,-1810.657227
B11,127,,
B12,127,,
C1,127,20241.03125,-1839.296875
C2,127,21203.98633,-1737.662109
C3,127,19243.42969,-1690.834473
C4,127,18654.3125,-1735.075684
C5,127,17792.31641,-1855.035645
C6,127,19805.37109,-1872.522705
C7,127,17405.89258,-1914.965088
C8,127,17749.99414,-1909.272095
C9,127,14386.15625,-1854.688232
C10,127,-1478.596802,-1559.901489
C11,127,,
C12,127,,
D1,127,17228.27734,-1751.517334
D2,127,20612.70313,-1508.185791
D3,127,17962.76172,-1745.548584
D4,127,15927.72461,-1778.481812
D5,127,17962.26953,-1786.106689
D6,127,19530.69922,-1962.87793
D7,127,13219.45215,-1787.974121
D8,127,10737.45508,-1839.307495
D9,127,5925.177734,-1801.91333
D10,127,,
D11,127,,
D12,127,,
E1,127,17601.89063,-1847.681641
E2,127,19168.91797,-1867.253662
E3,127,19162.34961,-1755.454834
E4,127,15296.61816,-1787.979248
E5,127,15311.29199,-1796.623291
E6,127,17420.20117,-1786.518066
E7,127,-1499.345337,-1657.58606
E8,127,-1354.552002,-1411.723267
E9,127,53.27419281,-1006.284363
E10,127,,
E11,127,,
E12,127,,
F1,127,13525.70898,-1744.977173
F2,127,14938.08887,-1522.304199
F3,127,12077.66504,-1595.313354
F4,127,10589.16016,-1731.583984
F5,127,12596.5,-1628.348999
F6,127,12912.38379,-1749.401001
F7,127,-1407.063965,-1620.200928
F8,127,-1660.36792,-1754.504883
F9,127,-1436.995483,-1474.911011
F10,127,,
F11,127,,
F12,127,,
G1,127,945.2264404,-1820.38623
G2,127,-1135.721924,-1792.595093
G3,127,-1562.654663,-1744.694702
G4,127,-1413.556274,-1506.348022
G5,127,-1734.434448,-2242.390381
G6,127,-1603.837524,-1839.679688
G7,127,-1489.494263,-1664.66394
G8,127,-1074.504639,-932.3878784
G9,127,-1505.394287,-1600.690308
G10,127,,
G11,127,,
G12,127,,
H1,127,-735.9846191,-781.2300415
H2,127,-1613.581909,-1745.49939
H3,127,-1335.609131,-1580.357056
H4,127,-1704.148193,-1793.470947
H5,127,-1067.094116,-1676.704224
H6,127,-1540.833008,-1724.241943
H7,127,-1412.758057,-1604.172729
H8,127,-1729.528442,-1752.814819
H9,127,-1500.917969,-1579.925537
H10,127,,
H11,127,,
H12,127,,
A1,128,18120.02734,-1817.865234
A2,128,21183.89844,-767.3989258
A3,128,15651.27344,-1781.437744
A4,128,18880.75586,-1911.946045
A5,128,17095.06641,-1695.125732
A6,128,19792.09766,-1894.013672
A7,128,17985.19727,-1580.922363
A8,128,19481.14844,-1755.980469
A9,128,16612.19141,-1862.232544
A10,128,-1212.829834,-1410.774902
A11,128,,
A12,128,,
B1,128,20768.27539,-1808.529785
B2,128,19733.93945,-1506.107422
B3,128,20456.63086,-1904.60791
B4,128,19577.17969,-1871.05835
B5,128,15609.8877,-1432.030029
B6,128,19696.19531,-1963.46582
B7,128,18638.26367,-1919.779419
B8,128,18317.87305,-1872.522705
B9,128,-1345.967651,-1461.852905
B10,128,-1592.973633,-1822.351929
B11,128,,
B12,128,,
C1,128,20265.39453,-1841.428223
C2,128,21248.91602,-1748.219482
C3,128,19237.69531,-1694.029053
C4,128,18452.26367,-1744.122314
C5,128,17805.93945,-1840.612305
C6,128,19780.4082,-1873.796387
C7,128,17523.83203,-1886.083252
C8,128,17655.375,-1924.922363
C9,128,14453.87988,-1860.731812
C10,128,-1477.421509,-1550.422852
C11,128,,
C12,128,,
D1,128,17255.14648,-1753.605835
D2,128,20699.38086,-1508.712646
D3,128,18062.33789,-1744.232666
D4,128,15941.74609,-1763.585815
D5,128,18251.73242,-1778.016357
D6,128,19515.43945,-1954.043457
D7,128,13405.79785,-1767.279541
D8,128,10750.21582,-1845.023193
D9,128,5945.058594,-1803.116211
D10,128,,
D11,128,,
D12,128,,
E1,128,17734.34766,-1854.746094
E2,128,19308.31055,-1858.422363
E3,128,19194.63086,-1762.740479
E4,128,15439.43457,-1765.744751
E5,128,15516.99316,-1787.369751
E6,128,17462.79883,-1776.637939
E7,128,-1495.543823,-1661.239746
E8,128,-1362.485596,-1423.873047
E9,128,56.49494553,-1019.757813
E10,128,,
E11,128,,
E12,128,,
F1,128,13601.59375,-1749.80127
F2,128,15040.18457,-1510.802856
F3,128,12130.5957,-1607.148438
F4,128,10708.13574,-1735.45105
F5,128,12544.09766,-1646.5271
F6,128,12993.74023,-1737.25293
F7,128,-1411.699829,-1609.956177
F8,128,-1672.436646,-1753.439697
F9,128,-1438.366211,-1472.334717
F10,128,,
F11,128,,
F12,128,,
G1,128,972.6889038,-1819.692261
G2,128,-1133.847168,-1814.341675
G3,128,-1550.702271,-1742.835205
G4,128,-1418.204712,-1516.698242
G5,128,-1730.714722,-2230.519775
G6,128,-1604.214844,-1844.892944
G7,128,-1481.667236,-1679.120117
G8,128,-1062.167603,-928.3609009
G9,128,-1498.14209,-1607.793945
G10,128,,
G11,128,,
G12,128,,
H1,128,-727.5356445,-787.977417
H2,128,-1611.587402,-1722.803345
H3,128,-1344.093262,-1587.394897
H4,128,-1708.050415,-1799.684326
H5,128,-1057.848877,-1678.807007
H6,128,-1544.404175,-1731.408936
H7,128,-1410.184937,-1588.953247
H8,128,-1730.009521,-1744.187256
H9,128,-1507.172485,-1584.156128
H10,128,,
H11,128,,
H12,128,,
A1,129,18147.41602,-1823.667969
A2,129,21186.91406,-762.4484863
A3,129,15659.79004,-1787.642578
A4,129,18942.41211,-1889.897461
A5,129,17131.78906,-1702.328369
A6,129,19764.42383,-1892.723877
A7,129,18058.14453,-1594.678467
A8,129,19530.97656,-1763.689453
A9,129,16663.97852,-1855.762329
A10,129,-1209.384155,-1419.252808
A11,129,,
A12,129,,
B1,129,20827.12305,-1815.464844
B2,129,19793.33008,-1510.291992
B3,129,20485.83008,-1906.111816
B4,129,19326.2832,-1862.259521
B5,129,15631.10547,-1452.811035
B6,129,19703.37695,-1957.668457
B7,129,18478.92578,-1942.898438
B8,129,18382.84961,-1885.81543
B9,129,-1352.359497,-1458.935791
B10,129,-1596.022461,-1806.065063
B11,129,,
B12,129,,
C1,129,20315.25195,-1837.873047
C2,129,21256.33984,-1726.911133
C3,129,19329.93555,-1691.852539
C4,129,18688.80859,-1735.301025
C5,129,17799.09375,-1841.595703
C6,129,19794.91406,-1872.395996
C7,129,17920.91797,-1868.455444
C8,129,17758.39063,-1929.075928
C9,129,14456.79492,-1852.877075
C10,129,-1469.841919,-1547.733276
C11,129,,
C12,129,,
D1,129,17238.12695,-1749.014648
D2,129,20675.43945,-1534.632324
D3,129,18052.75391,-1748.047852
D4,129,16074.625,-1785.248047
D5,129,18310.54883,-1770.703857
D6,129,19526.65234,-1964.874268
D7,129,13536.21094,-1753.344482
D8,129,10811.06738,-1844.398926
D9,129,6010.320801,-1791.155029
D10,129,,
D11,129,,
D12,129,,
E1,129,17789.89844,-1855.024658
E2,129,19342.38477,-1863.175049
E3,129,19260.4707,-1759.315674
E4,129,15417.70508,-1780.455444
E5,129,15543.15527,-1789.428345
E6,129,17477.52539,-1780.966553
E7,129,-1514.482666,-1665.659302
E8,129,-1355.870239,-1424.967041
E9,129,72.04550934,-1018.271118
E10,129,,
E11,129,,
E12,129,,
F1,129,13668.59766,-1738.82666
F2,129,15000.10156,-1513.201416
F3,129,12214.1709,-1609.267822
F4,129,10640.24414,-1737.812988
F5,129,12632.47852,-1643.921143
F6,129,13058.2832,-1746.176514
F7,129,-1433.369629,-1637.315186
F8,129,-1664.754517,-1770.855591
F9,129,-1434.65625,-1481.32312
F10,129,,
F11,129,,
F12,129,,
G1,129,1005.874451,-1810.913086
G2,129,-1124.076416,-1806.290771
G3,129,-1553.298584,-1734.306641
G4,129,-1416.240356,-1501.881958
G5,129,-1717.158081,-2242.467529
G6,129,-1603.460327,-1848.022705
G7,129,-1463.644775,-1657.095581
G8,129,-1051.090942,-941.9471436
G9,129,-1499.521729,-1592.875488
G10,129,,
G11,129,,
G12,129,,
H1,129,-732.2773438,-794.0240479
H2,129,-1596.322632,-1736.825806
H3,129,-1347.55603,-1590.665771
H4,129,-1700.552002,-1805.450073
H5,129,-1054.340332,-1678.46875
H6,129,-1541.78418,-1716.781372
H7,129,-1414.123901,-1599.364258
H8,129,-1725.324951,-1746.421265
H9,129,-1506.07312,-1565.74292
H10,129,,
H11,129,,
H12,129,,
A1,130,18253.19727,-1816.385498
A2,130,21179.13086,-774.9697266
A3,130,15656.81348,-1772.304932
A4,130,18930.94922,-1899.031738
A5,130,17139.30469,-1702.8125
A6,130,19767.14258,-1898.047363
A7,130,18051.66406,-1582.274414
A8,130,19405.66406,-1760.366699
A9,130,16688.59961,-1852.744873
A10,130,-1202.229126,-1418.352051
A11,130,,
A12,130,,
B1,130,20768.53906,-1802.240479
B2,130,19829.78516,-1513.626953
B3,130,20476.05273,-1902.35498
B4,130,19577.66992,-1858.135254
B5,130,15682.24121,-1436.220215
B6,130,19752.68164,-1955.487305
B7,130,18802.69922,-1904.197998
B8,130,18521.98828,-1865.516113
B9,130,-1344.43689,-1461.550293
B10,130,-1596.903687,-1813.63916
B11,130,,
B12,130,,
C1,130,20448.97852,-1828.232422
C2,130,21303.22656,-1728.624512
C3,130,19283.06445,-1701.893799
C4,130,18526.76758,-1739.660645
C5,130,17792.78711,-1836.549805
C6,130,19843.03125,-1861.680176
C7,130,17497.79688,-1892.763184
C8,130,17852.03711,-1921.446533
C9,130,14481.23242,-1857.905518
C10,130,-1470.333984,-1562.342041
C11,130,,
C12,130,,
D1,130,17328.05273,-1731.545044
D2,130,20700.31055,-1514.143066
D3,130,18138.60742,-1766.212402
D4,130,16081.7832,-1766.938354
D5,130,18271.86523,-1771.615601
D6,130,19602.99023,-1963.287354
D7,130,13411.65234,-1783.835938
D8,130,10932.6123,-1841.730103
D9,130,6055.873047,-1799.624512
D10,130,,
D11,130,,
D12,130,,
E1,130,17873.08008,-1856.144775
E2,130,19372.41211,-1878.134033
E3,130,19278.40234,-1766.405273
E4,130,15530.61523,-1765.13208
E5,130,15616.48926,-1787.517212
E6,130,17602.19141,-1768.753662
E7,130,-1498.880859,-1675.195557
E8,130,-1354.682983,-1427.647095
E9,130,90.29051971,-1025.118408
E10,130,,
E11,130,,
E12,130,,
F1,130,13744.66504,-1753.52356
F2,130,15005.53418,-1513.955688
F3,130,12312.26563,-1598.656738
F4,130,10794.71484,-1721.03894
F5,130,12741.40137,-1646.336548
F6,130,13113.87891,-1732.862671
F7,130,-1395.551025,-1631.320801
F8,130,-1667.856323,-1764.176147
F9,130,-1438.17627,-1479.790161
F10,130,,
F11,130,,
F12,130,,
G1,130,1022.998108,-1815.365723
G2,130,-1123.586792,-1807.920898
G3,130,-1549.623047,-1734.844116
G4,130,-1416.031616,-1504.847778
G5,130,-1727.921875,-2221.970947
G6,130,-1599.970215,-1841.88501
G7,130,-1484.674927,-1660.758301
G8,130,-1059.835693,-948.7354736
G9,130,-1492.792603,-1595.187256
G10,130,,
G11,130,,
G12,130,,
H1,130,-720.6967163,-784.9887695
H2,130,-1598.202515,-1745.682495
H3,130,-1344.035156,-1580.560181
H4,130,-1698.759644,-1804.530029
H5,130,-1040.197021,-1673.311157
H6,130,-1543.416626,-1718.285156
H7,130,-1404.634033,-1593.743286
H8,130,-1720.276611,-1745.403564
H9,130,-1501.281128,-1580.141479
H10,130,,
H11,130,,
H12,130,,
A1,131,18280.05469,-1822.386475
A2,131,21268.02734,-776.25
A3,131,15667.76074,-1779.443115
A4,131,18986.00586,-1884.46875
A5,131,17168.28125,-1679.958496
A6,131,19739.93359,-1908.162109
A7,131,18139.31445,-1592.604736
A8,131,19598.15625,-1761.809082
A9,131,16688.10742,-1850.547852
A10,131,-1200.836182,-1411.589844
A11,131,,
A12,131,,
B1,131,20752.4707,-1821.266846
B2,131,19883.11914,-1506.085938
B3,131,20452.77148,-1915.499268
B4,131,19326.79883,-1872.174072
B5,131,15666.88574,-1440.218872
B6,131,19773.49805,-1955.762451
B7,131,18611.69531,-1932.245117
B8,131,18438.6582,-1889.438232
B9,131,-1349.109253,-1465.918945
B10,131,-1599.932983,-1802.739868
B11,131,,
B12,131,,
C1,131,20443.375,-1839.364014
C2,131,21309.48633,-1742.190186
C3,131,19391.35742,-1683.224365
