Well,Cycle,FAM,ROX
G4,48,-1537.699951,-1480.085205
G5,48,-1916.916504,-2232.301514
G6,48,-1805.094849,-1834.311768
G7,48,-1618.548584,-1634.304321
G8,48,-1243.774536,-884.0840454
G9,48,-1681.066895,-1590.011719
G10,48,,
G11,48,,
G12,48,,
H1,48,-906.1398926,-754.2773438
H2,48,-1762.663452,-1732.525146
H3,48,-1515.697266,-1576.338135
H4,48,-1847.13623,-1792.639038
H5,48,-1578.444092,-1666.68689
H6,48,-1685.595215,-1695.960571
H7,48,-1600.432983,-1583.876953
H8,48,-1884.614502,-1714.320313
H9,48,-1657.482666,-1571.690186
H10,48,,
H11,48,,
H12,48,,
A1,49,11281.33594,-1700.383789
A2,49,14761.49121,-583.3535156
A3,49,14273.76953,-1698.890869
A4,49,12862.79102,-1809.284424
A5,49,15978.69922,-1615.622314
A6,49,17375.81836,-1836.535645
A7,49,10582.40039,-1513.286987
A8,49,12611.38965,-1640.452881
A9,49,10196.01074,-1783.444458
A10,49,-1377.194092,-1399.925537
A11,49,,
A12,49,,
B1,49,20187.73242,-1723.878906
B2,49,13635.65527,-1404.769043
B3,49,17403.68359,-1844.898926
B4,49,13636.52832,-1795.099121
B5,49,13070.5293,-1374.167969
B6,49,18015.30078,-1889.540771
B7,49,10958.76367,-1872.040161
B8,49,15262.24805,-1832.921753
B9,49,-1509.71167,-1448.925903
B10,49,-1770.114014,-1801.12085
B11,49,,
B12,49,,
C1,49,13942.96777,-1721.709473
C2,49,15575.90332,-1613.532471
C3,49,12834.48145,-1619.784546
C4,49,12439.66504,-1658.374268
C5,49,11275.61133,-1774.320679
C6,49,15679.48438,-1894.006592
C7,49,11346.78418,-1794.405273
C8,49,11440.38867,-1868.107666
C9,49,7876.820313,-1817.722778
C10,49,-1602.80835,-1530.265015
C11,49,,
C12,49,,
D1,49,14270.72168,-1688.328857
D2,49,14690.90137,-1387.866699
D3,49,10812,-1689.763916
D4,49,8157.601074,-1725.459839
D5,49,11283.35938,-1748.381714
D6,49,14988.91992,-1898.697754
D7,49,6759.599121,-1653.679077
D8,49,3057.69165,-1753.677368
D9,49,327.6500244,-1760.754517
D10,49,,
D11,49,,
D12,49,,
E1,49,10437.41602,-1753.384399
E2,49,11328.53516,-1735.102661
E3,49,12319.16309,-1700.98938
E4,49,8352.808594,-1749.756714
E5,49,7425.768066,-1759.786499
E6,49,10908.66895,-1732.162354
E7,49,-1693.626587,-1669.779297
E8,49,-1534.263062,-1418.374634
E9,49,-1018.244141,-938.8740845
E10,49,,
E11,49,,
E12,49,,
F1,49,5255.535645,-1703.378662
F2,49,8295.526367,-1465.403809
F3,49,3860.23291,-1535.519775
F4,49,3875.982178,-1693.765625
F5,49,4613.456543,-1595.613403
F6,49,5036.540527,-1693.95813
F7,49,-1626.450195,-1626.099365
F8,49,-1826.055664,-1765.631592
F9,49,-1579.319092,-1463.635254
F10,49,,
F11,49,,
F12,49,,
G1,49,-1081.44812,-1777.281616
G2,49,-1551.344727,-1798.679443
G3,49,-1690.693237,-1703.985718
G4,49,-1540.440674,-1480.422119
G5,49,-1919.495972,-2228.599609
G6,49,-1783.205078,-1833.168213
G7,49,-1613.334229,-1638.790771
G8,49,-1234.483521,-897.0153809
G9,49,-1681.933838,-1587.207031
G10,49,,
G11,49,,
G12,49,,
H1,49,-900.0380249,-763.756958
H2,49,-1754.01355,-1724.825684
H3,49,-1515.200073,-1561.185303
H4,49,-1834.29834,-1802.432251
H5,49,-1571.329346,-1667.372803
H6,49,-1687.944336,-1693.302002
H7,49,-1597.323975,-1568.865967
H8,49,-1885.864136,-1725.801514
H9,49,-1659.167725,-1553.923218
H10,49,,
H11,49,,
H12,49,,
A1,50,11410.13867,-1712.329102
A2,50,14955.50879,-589.2128906
A3,50,14359.19043,-1713.148804
A4,50,12975.14941,-1806.707886
A5,50,15994.71484,-1635.46875
A6,50,17527.36719,-1839.863037
A7,50,10737.38965,-1508.244385
A8,50,12787.4375,-1640.087646
A9,50,10326.16602,-1780.037842
A10,50,-1374.854004,-1393.933228
A11,50,,
A12,50,,
B1,50,20334.16992,-1730.491455
B2,50,13782.16309,-1407.692505
B3,50,17567.32813,-1838.536377
B4,50,14007.80469,-1791.2052
B5,50,13134.5498,-1390.026367
B6,50,18056.45898,-1889.665527
B7,50,11115.62012,-1873.557617
B8,50,15400.37109,-1826.83313
B9,50,-1498.292358,-1441.113159
B10,50,-1763.339844,-1784.913818
B11,50,,
B12,50,,
C1,50,13995.03125,-1746.209717
C2,50,15735.06934,-1605.396729
C3,50,12969.83789,-1624.002563
C4,50,12432.14551,-1677.476318
C5,50,11415.15234,-1772.495239
C6,50,15839.93848,-1891.618652
C7,50,11534.22754,-1799.556519
C8,50,11625.86426,-1868.514404
C9,50,7990.003906,-1811.843628
C10,50,-1605.774292,-1529.266724
C11,50,,
C12,50,,
D1,50,14274.93555,-1690.599854
D2,50,14867.28516,-1379.791016
D3,50,10954.04004,-1695.560303
D4,50,8300.773438,-1729.248413
D5,50,11520.13867,-1740.417969
D6,50,15178.75684,-1909.171631
D7,50,6912.431641,-1641.087891
D8,50,3184.779785,-1750.656128
D9,50,386.7513428,-1747.290894
D10,50,,
D11,50,,
D12,50,,
E1,50,10553.54785,-1758.407593
E2,50,11551.04004,-1727.48999
E3,50,12486.30078,-1702.591187
E4,50,8581.023438,-1729.527466
E5,50,7634.280762,-1741.984985
E6,50,11054.12012,-1727.493896
E7,50,-1681.831787,-1650.348877
E8,50,-1531.124634,-1415.228027
E9,50,-1012.098511,-938.8254395
E10,50,,
E11,50,,
E12,50,,
F1,50,5386.462891,-1698.514893
F2,50,8471.174805,-1462.450317
F3,50,3981.618896,-1527.700562
F4,50,4024.156006,-1674.802002
F5,50,4736.583496,-1606.214478
F6,50,5170.799316,-1699.862671
F7,50,-1628.011719,-1621.210205
F8,50,-1832.546753,-1762.385986
F9,50,-1580.163208,-1455.948975
F10,50,,
F11,50,,
F12,50,,
G1,50,-1059.141235,-1772.188599
G2,50,-1552.227905,-1795.402954
G3,50,-1685.419678,-1703.876465
G4,50,-1545.703003,-1487.205322
G5,50,-1911.585083,-2222.216064
G6,50,-1793.638794,-1840.100952
G7,50,-1617.707397,-1629.682617
G8,50,-1245.575317,-899.8094482
G9,50,-1677.628052,-1586.008789
G10,50,,
G11,50,,
G12,50,,
H1,50,-899.632019,-767.0621338
H2,50,-1742.04126,-1728.455933
H3,50,-1511.218628,-1567.159424
H4,50,-1833.798218,-1812.923218
H5,50,-1576.241211,-1645.563354
H6,50,-1686.5625,-1704.485474
H7,50,-1598.391602,-1569.972168
H8,50,-1880.139771,-1726.397949
H9,50,-1655.094849,-1564.159302
H10,50,,
H11,50,,
H12,50,,
A1,51,11551.26758,-1710.01355
A2,51,15084.90137,-598.4819336
A3,51,14434.96484,-1710.845337
A4,51,13165.93652,-1811.699463
A5,51,16116.0918,-1610.471924
A6,51,17605.68555,-1828.096191
A7,51,10873.25488,-1506.642822
A8,51,12905.11523,-1647.506714
A9,51,10424.44336,-1786.879272
A10,51,-1382.112305,-1391.800171
A11,51,,
A12,51,,
B1,51,20352.98633,-1732.766846
B2,51,13958.21582,-1414.0896
B3,51,17660.49805,-1834.821777
B4,51,13941.07324,-1795.082764
B5,51,13287.73438,-1371.905396
B6,51,18153.48242,-1875.807373
B7,51,11411.89258,-1864.561401
B8,51,15526.37305,-1831.104492
B9,51,-1497.9021,-1447.255615
B10,51,-1745.160522,-1792.259155
B11,51,,
B12,51,,
C1,51,14201.20703,-1740.881104
C2,51,15898.23633,-1622.081665
C3,51,13178.45605,-1617.828003
C4,51,12719.29688,-1678.672363
C5,51,11524.08496,-1781.391846
C6,51,15988.875,-1903.880737
C7,51,11391.62012,-1828.466309
C8,51,11756.16602,-1866.313477
C9,51,8092.108887,-1811.681274
C10,51,-1596.979614,-1528.515625
C11,51,,
C12,51,,
D1,51,14467.89063,-1693.336182
D2,51,15047.91504,-1402.388428
D3,51,11129.58105,-1679.426392
D4,51,8454.828125,-1737.030029
D5,51,11599.4502,-1753.987061
D6,51,15310.42871,-1910.275391
D7,51,6926.022461,-1683.025757
D8,51,3322.013916,-1753.412964
D9,51,472.4535522,-1764.663086
D10,51,,
D11,51,,
D12,51,,
E1,51,10729.20801,-1754.769531
E2,51,11755.55762,-1732.834229
E3,51,12681.89551,-1704.37915
E4,51,8601.351563,-1741.27832
E5,51,7757.437012,-1736.50708
E6,51,11250.58301,-1728.309326
E7,51,-1687.192871,-1655.499878
E8,51,-1521.735107,-1397.197754
E9,51,-997.920166,-934.6151123
E10,51,,
E11,51,,
E12,51,,
F1,51,5540.875,-1694.727661
F2,51,8663.154297,-1456.985107
F3,51,4125.322754,-1539.434082
F4,51,4094.705322,-1679.964111
F5,51,4908.922852,-1599.452026
F6,51,5317.275391,-1705.692505
F7,51,-1610.556396,-1612.985352
F8,51,-1824.809448,-1759.147461
F9,51,-1568.353516,-1464.907227
F10,51,,
F11,51,,
F12,51,,
G1,51,-1041.562012,-1767.84021
G2,51,-1545.522827,-1792.883667
G3,51,-1692.427856,-1706.943604
G4,51,-1534.875,-1470.121338
G5,51,-1918.149902,-2213.069336
G6,51,-1789.946899,-1840.624023
G7,51,-1624.383179,-1642.275146
G8,51,-1242.091675,-892.4088745
G9,51,-1683.348022,-1596.140381
G10,51,,
G11,51,,
G12,51,,
H1,51,-901.2572632,-762.5324707
H2,51,-1736.895874,-1718.448364
H3,51,-1503.000366,-1572.580322
H4,51,-1833.081665,-1806.399292
H5,51,-1562.935669,-1673.337646
H6,51,-1692.187378,-1694.82666
H7,51,-1586.338745,-1582.060913
H8,51,-1873.240479,-1717.943359
H9,51,-1657.062134,-1551.86438
H10,51,,
H11,51,,
H12,51,,
A1,52,11654.76367,-1709.716064
A2,52,15210.05469,-599.3776855
A3,52,14495.83008,-1727.305542
A4,52,13269.68652,-1806.585205
A5,52,16188.30859,-1616.591675
A6,52,17812.49609,-1837.535156
A7,52,11026.68848,-1530.731934
A8,52,13118.23828,-1655.092896
A9,52,10554.48633,-1798.70166
A10,52,-1370.400757,-1400.852783
A11,52,,
A12,52,,
B1,52,20350.89258,-1746.537842
B2,52,14101.30859,-1414.589478
B3,52,17817.94531,-1852.858643
B4,52,14280.69922,-1794.244873
B5,52,13421.75195,-1377.481934
B6,52,18154.89844,-1890.781738
B7,52,11355.0957,-1876.152222
B8,52,15650.58301,-1833.512451
B9,52,-1500.906982,-1450.470947
B10,52,-1753.350098,-1793.85791
B11,52,,
B12,52,,
C1,52,14354.52637,-1721.491821
C2,52,16079.38867,-1601.041626
C3,52,13303.40039,-1632.586182
C4,52,12655.97266,-1681.661133
C5,52,11630.32715,-1788.944336
C6,52,16159.82422,-1904.724487
C7,52,11862.75781,-1788.300293
C8,52,11923.88672,-1874.347168
C9,52,8205.787109,-1810.661011
C10,52,-1595.997681,-1518.455078
C11,52,,
C12,52,,
D1,52,14559.30566,-1700.626587
D2,52,15240.97852,-1393.720093
D3,52,11230.36133,-1688.790894
D4,52,8572.355469,-1720.957275
D5,52,11752.22461,-1751.680664
D6,52,15480.67578,-1912.467285
D7,52,7174.781738,-1641.981445
D8,52,3458.696777,-1743.344849
D9,52,555.7730103,-1758.098877
D10,52,,
D11,52,,
D12,52,,
E1,52,10859.02832,-1764.826538
E2,52,11997.0293,-1721.909424
E3,52,12811.16406,-1702.301758
E4,52,8828.793945,-1714.586914
E5,52,7905.409668,-1733.07251
E6,52,11381.67578,-1757.913818
E7,52,-1685.250732,-1642.611816
E8,52,-1522.887329,-1408.939697
E9,52,-974.8046265,-929.3208618
E10,52,,
E11,52,,
E12,52,,
F1,52,5686.032227,-1708.220703
F2,52,8849.081055,-1454.079102
F3,52,4243.299316,-1538.009644
F4,52,4287.54541,-1661.275391
F5,52,5068.665039,-1603.716064
F6,52,5472.499023,-1707.834229
F7,52,-1625.182983,-1634.289185
F8,52,-1820.080933,-1754.593506
F9,52,-1566.800415,-1456.321777
F10,52,,
F11,52,,
F12,52,,
G1,52,-1020.647583,-1763.733398
G2,52,-1543.415527,-1800.877441
G3,52,-1683.412964,-1707.312378
G4,52,-1535.00708,-1484.147095
G5,52,-1911.621826,-2229.923584
G6,52,-1786.830566,-1829.166748
G7,52,-1617.758789,-1636.566772
G8,52,-1235.044434,-901.1384888
G9,52,-1675.44165,-1605.65625
G10,52,,
G11,52,,
G12,52,,
H1,52,-896.9230347,-770.3537598
H2,52,-1733.894165,-1727.084473
H3,52,-1510.63147,-1574.14856
H4,52,-1835.428101,-1807.689453
H5,52,-1556.38147,-1649.376221
H6,52,-1682.314575,-1688.297852
H7,52,-1594.474609,-1571.495117
H8,52,-1876.216187,-1729.428955
H9,52,-1646.283203,-1552.790039
H10,52,,
H11,52,,
H12,52,,
A1,53,11813.12012,-1710.819824
A2,53,15359.79199,-601.8774414
A3,53,14567.43945,-1712.970459
A4,53,13408.15918,-1815.922363
A5,53,16234.53613,-1638.210083
A6,53,17774.54297,-1832.929688
A7,53,11155.6543,-1513.823364
A8,53,13258.67578,-1636.25415
A9,53,10713.64746,-1780.069946
A10,53,-1367.677368,-1392.217651
A11,53,,
A12,53,,
B1,53,20397.83398,-1740.324219
B2,53,14238.99121,-1401.050293
B3,53,17925.73633,-1842.394043
B4,53,14467.79785,-1786.628052
B5,53,13464.03027,-1376.431641
B6,53,18299.11914,-1889.838867
B7,53,11500.49121,-1876.740356
B8,53,15746.23926,-1835.735229
B9,53,-1502.104614,-1467.022217
B10,53,-1751.51416,-1799.287231
B11,53,,
B12,53,,
C1,53,14558.54102,-1732.111572
C2,53,16213.29297,-1622.833618
C3,53,13456.53516,-1630.520142
C4,53,12803.12695,-1685.593018
C5,53,11818.66602,-1788.981445
C6,53,16202.91797,-1898.756348
C7,53,12023.60254,-1783.322998
C8,53,11999.08398,-1866.969971
C9,53,8362.904297,-1816.632568
C10,53,-1596.817627,-1522.845459
C11,53,,
C12,53,,
D1,53,14728.40332,-1697.688599
D2,53,15364.79688,-1388.450928
D3,53,11388.60547,-1698.740356
D4,53,8723.520508,-1728.055176
D5,53,11888.70508,-1757.688477
D6,53,15576.59863,-1923.28418
D7,53,7303.038086,-1634.845703
D8,53,3559.521484,-1762.333496
D9,53,626.8674927,-1756.007813
D10,53,,
D11,53,,
D12,53,,
E1,53,11023.58691,-1779.098145
E2,53,12029.47754,-1743.325684
E3,53,12959.92969,-1696.75708
E4,53,8943.600586,-1724.222412
E5,53,8073.861328,-1751.313232
E6,53,11499.58008,-1722.560303
E7,53,-1685.352417,-1644.659912
E8,53,-1521.275879,-1415.57666
E9,53,-967.1503906,-941.2143555
E10,53,,
E11,53,,
E12,53,,
F1,53,5867.967285,-1698.000977
F2,53,8867.356445,-1465.568359
F3,53,4371.476074,-1531.192017
F4,53,4400.538086,-1675.456421
F5,53,5187.791016,-1605.818237
F6,53,5607.46875,-1717.74939
F7,53,-1626.555054,-1625.32019
F8,53,-1828.742798,-1748.002319
F9,53,-1578.805542,-1446.86731
F10,53,,
F11,53,,
F12,53,,
G1,53,-997.2210083,-1774.386841
G2,53,-1532.111328,-1795.714844
G3,53,-1682.077637,-1708.318237
G4,53,-1538.808838,-1483.109497
G5,53,-1903.666504,-2223.468506
G6,53,-1790.84375,-1833.885498
G7,53,-1614.089966,-1639.342651
G8,53,-1231.067993,-892.0181274
G9,53,-1672.5448,-1576.837891
G10,53,,
G11,53,,
G12,53,,
H1,53,-892.4365845,-770.7589722
H2,53,-1737.651001,-1718.57019
H3,53,-1503.783813,-1574.48584
H4,53,-1830.463501,-1794.819092
H5,53,-1554.232666,-1656.263672
H6,53,-1685.533936,-1707.145142
H7,53,-1592.235352,-1586.273193
H8,53,-1872.935425,-1722.331543
H9,53,-1652.209106,-1549.276855
H10,53,,
H11,53,,
H12,53,,
A1,54,11940.69336,-1721.436279
A2,54,15513.90723,-608.9143066
A3,54,14619.87988,-1716.27356
A4,54,13591.38867,-1810.596069
A5,54,16261.18848,-1617.0354
A6,54,17879.3125,-1856.335205
A7,54,11281.12891,-1522.179199
A8,54,13480.07031,-1662.072998
A9,54,10832.76367,-1793.244019
A10,54,-1370.24707,-1416.554443
A11,54,,
A12,54,,
B1,54,20469.54102,-1730.223877
B2,54,14373.79395,-1420.350708
B3,54,17997.17773,-1857.011963
B4,54,14339.72949,-1800.469971
B5,54,13558.125,-1384.099731
B6,54,18376.86328,-1880.404053
B7,54,11745.55371,-1859.007324
B8,54,15739.01855,-1844.924438
B9,54,-1497.186523,-1447.890869
B10,54,-1750.000122,-1782.856445
B11,54,,
B12,54,,
C1,54,14644.14551,-1745.374634
C2,54,16406.10156,-1622.02124
C3,54,13549.94141,-1611.552856
C4,54,13081.2002,-1678.544556
C5,54,11910.35547,-1786.840698
C6,54,16333.05566,-1902.831543
C7,54,11914.85547,-1823.58728
C8,54,12056.24414,-1878.037109
C9,54,8449.449219,-1819.271118
C10,54,-1591.348022,-1528.015625
C11,54,,
C12,54,,
D1,54,14772.06348,-1702.938477
D2,54,15502.66406,-1399.528564
D3,54,11623.01074,-1687.93457
D4,54,8867.02832,-1730.532227
D5,54,12127.375,-1735.207764
D6,54,15742.69141,-1907.832031
D7,54,7252.463867,-1679.438599
D8,54,3687.240723,-1765.885254
D9,54,706.4865723,-1759.331421
D10,54,,
D11,54,,
D12,54,,
E1,54,11150.36621,-1766.408569
E2,54,12228.18262,-1733.110352
E3,54,13118.00879,-1714.820679
E4,54,8935.699219,-1735.840576
E5,54,8228.141602,-1755.206909
E6,54,11697.50195,-1731.201294
E7,54,-1679.883789,-1667.601563
E8,54,-1523.408081,-1410.919678
E9,54,-957.8258057,-944.7004395
E10,54,,
E11,54,,
E12,54,,
F1,54,5998.054688,-1701.686646
F2,54,9047.737305,-1473.6875
F3,54,4507.631836,-1545.043823
F4,54,4407.576172,-1689.058838
F5,54,5334.151367,-1604.871948
F6,54,5750.066895,-1722.975464
F7,54,-1609.070557,-1615.381226
F8,54,-1820.149658,-1753.189331
F9,54,-1570.102783,-1457.350586
F10,54,,
F11,54,,
F12,54,,
G1,54,-978.8329468,-1770.586548
G2,54,-1526.957275,-1792.506348
G3,54,-1679.910278,-1716.054321
G4,54,-1527.922852,-1478.053589
G5,54,-1907.041016,-2231.586426
G6,54,-1782.121948,-1846.99646
G7,54,-1627.238281,-1636.807129
G8,54,-1239.771729,-904.9962158
G9,54,-1674.804321,-1592.544922
G10,54,,
G11,54,,
G12,54,,
H1,54,-896.9232178,-768.1063843
H2,54,-1734.763672,-1730.450928
H3,54,-1507.078247,-1564.537842
H4,54,-1834.868042,-1800.773926
H5,54,-1553.079102,-1662.861938
H6,54,-1682.785767,-1693.72522
H7,54,-1584.261353,-1573.648926
H8,54,-1869.443848,-1726.785645
H9,54,-1646.249878,-1562.912354
H10,54,,
H11,54,,
H12,54,,
A1,55,12072.88574,-1721.077026
A2,55,15663.9043,-606.0749512
A3,55,14681.27539,-1725.817261
A4,55,13674.58008,-1819.229248
A5,55,16288.03613,-1628.515137
A6,55,17957.60547,-1850.458374
A7,55,11460.44531,-1507.327515
A8,55,13573.37891,-1655.720703
A9,55,10969.7041,-1795.693604
A10,55,-1362.015503,-1392.460205
A11,55,,
A12,55,,
B1,55,20488.65625,-1740.816406
B2,55,14477.38965,-1423.833496
B3,55,18164.41797,-1832.311523
B4,55,14738.84863,-1784.378784
B5,55,13644.40918,-1384.921753
B6,55,18448.58008,-1899.341553
B7,55,11947.08301,-1868.850952
B8,55,15906.05371,-1833.25769
B9,55,-1489.175293,-1467.051758
B10,55,-1749.135864,-1780.916138
B11,55,,
B12,55,,
C1,55,14794.43066,-1737.053589
C2,55,16520.55469,-1625.220825
C3,55,13640.69336,-1635.559692
C4,55,13035.99512,-1695.049561
C5,55,12059.16211,-1789.878906
C6,55,16449.29688,-1904.206543
C7,55,12026.55762,-1812.926758
C8,55,12226.61133,-1868.474854
C9,55,8597.415039,-1829.822998
C10,55,-1595.918823,-1531.393311
C11,55,,
C12,55,,
D1,55,14865.39648,-1698.161865
D2,55,15585.10254,-1394.893799
D3,55,11644.10938,-1689.707031
D4,55,8982.18457,-1739.071167
D5,55,12244.98242,-1748.971191
D6,55,15858.73926,-1900.705811
D7,55,7464.530762,-1684.459717
D8,55,3821.729004,-1750.476685
D9,55,765.166626,-1767.442505
D10,55,,
D11,55,,
D12,55,,
E1,55,11263.0625,-1756.454712
E2,55,12370.79297,-1741.572144
E3,55,13211.04883,-1705.540161
E4,55,9215.990234,-1727.45166
E5,55,8388.762695,-1749.029175
E6,55,11836.63379,-1729.705444
E7,55,-1676.768188,-1661.890381
E8,55,-1510.815186,-1416.6521
E9,55,-958.6522217,-951.6290894
E10,55,,
E11,55,,
E12,55,,
F1,55,6162.196289,-1691.068481
F2,55,9093.196289,-1473.25769
F3,55,4619.631348,-1553.370117
F4,55,4594.717773,-1688.377441
F5,55,5460.70166,-1594.145874
F6,55,5907.598145,-1705.351074
F7,55,-1600.481567,-1618.514893
F8,55,-1816.233154,-1757.096191
F9,55,-1569.576904,-1459.753296
F10,55,,
F11,55,,
F12,55,,
G1,55,-952.1907959,-1775.281738
G2,55,-1520.765747,-1793.891479
G3,55,-1676.341187,-1717.649292
G4,55,-1534.771973,-1502.419678
G5,55,-1900.787598,-2220.729736
G6,55,-1778.733643,-1838.545898
G7,55,-1628.613647,-1666.817017
G8,55,-1235.090942,-904.0516357
G9,55,-1664.2854,-1587.579346
G10,55,,
G11,55,,
G12,55,,
H1,55,-889.4954834,-779.9075928
H2,55,-1730.887329,-1711.633301
H3,55,-1502.312134,-1573.102417
H4,55,-1826.396362,-1789.286255
H5,55,-1538.277832,-1651.250977
H6,55,-1677.940918,-1688.219604
H7,55,-1586.103271,-1563.899902
H8,55,-1871.328369,-1724.112793
H9,55,-1645.190674,-1569.225586
H10,55,,
H11,55,,
H12,55,,
A1,56,12207.42676,-1712.476807
A2,56,15836.5625,-619.5554199
A3,56,14735.6748,-1722.756104
A4,56,13834.15527,-1813.187256
A5,56,16358.54199,-1640.150635
A6,56,18104.77539,-1841.502808
A7,56,11572.80664,-1526.848999
A8,56,13716.70508,-1645.709473
A9,56,11087.17773,-1794.298096
A10,56,-1361.343262,-1403.554688
A11,56,,
A12,56,,
B1,56,20493.27148,-1743.355713
B2,56,14728.66895,-1401.815918
B3,56,18234.55273,-1842.325684
B4,56,14687.08008,-1804.700317
B5,56,13719.8584,-1393.139526
B6,56,18447.19141,-1894.734863
B7,56,11879.75879,-1889.889282
B8,56,16027.85156,-1853.542114
B9,56,-1485.156006,-1442.129395
B10,56,-1745.786621,-1794.805908
B11,56,,
B12,56,,
C1,56,14953.63379,-1755.45166
C2,56,16633.18555,-1634.24707
C3,56,13841.04297,-1616.710083
C4,56,13351.02051,-1692.296753
C5,56,12211.42383,-1776.091309
C6,56,16539.54883,-1897.602295
C7,56,12492.09473,-1789.394775
C8,56,12362.69727,-1875.603149
C9,56,8689.694336,-1821.3302
C10,56,-1595.294434,-1529.693604
C11,56,,
C12,56,,
D1,56,14991.46875,-1704.301147
D2,56,15691.62109,-1411.824219
D3,56,11806.37988,-1691.761353
D4,56,9169.794922,-1740.577271
D5,56,12380.3877,-1744.046631
D6,56,15944.80273,-1905.311035
D7,56,7643.725098,-1647.128418
D8,56,3937.70166,-1760.697021
D9,56,846.4459229,-1775.147339
D10,56,,
D11,56,,
D12,56,,
E1,56,11394.3418,-1773.765137
E2,56,12590.1582,-1746.983521
E3,56,13405.21387,-1713.718994
E4,56,9241.483398,-1744.251953
E5,56,8508.552734,-1750.306519
E6,56,11907.11816,-1733.054688
E7,56,-1670.460938,-1667.557495
E8,56,-1513.959473,-1411.695801
E9,56,-942.7560425,-941.6933594
E10,56,,
E11,56,,
E12,56,,
F1,56,6293.410156,-1700.893799
F2,56,9313.466797,-1479.061401
F3,56,4763.382813,-1565.07666
F4,56,4717.524414,-1684.003418
F5,56,5608.115234,-1602.299683
F6,56,6025.893555,-1705.674927
F7,56,-1613.484131,-1620.015869
F8,56,-1809.735596,-1758.213623
F9,56,-1573.031494,-1462.485107
F10,56,,
F11,56,,
F12,56,,
G1,56,-936.2295532,-1776.843018
G2,56,-1521.398071,-1811.240601
G3,56,-1676.059937,-1717.379517
G4,56,-1528.15686,-1480.88501
G5,56,-1903.085449,-2222.21875
G6,56,-1770.499634,-1825.427124
G7,56,-1616.697876,-1636.840088
G8,56,-1231.231323,-911.1746216
G9,56,-1664.061401,-1591.221069
G10,56,,
G11,56,,
G12,56,,
H1,56,-886.5545044,-787.9020386
H2,56,-1737.45874,-1729.439331
H3,56,-1498.750977,-1570.044922
H4,56,-1827.195435,-1805.575928
H5,56,-1538.786987,-1649.545898
H6,56,-1679.384277,-1703.830322
H7,56,-1583.335693,-1569.577271
H8,56,-1870.957153,-1734.176147
H9,56,-1644.345947,-1551.390259
H10,56,,
H11,56,,
H12,56,,
A1,57,12279.08105,-1724.345703
A2,57,15963.7041,-623.4941406
A3,57,14779.8291,-1713.132446
A4,57,13933.05176,-1828.668823
A5,57,16396.25195,-1634.536743
A6,57,18134.44336,-1840.037598
A7,57,11732.80762,-1515.391113
A8,57,13831.9834,-1656.17041
A9,57,11241.71973,-1804.791748
A10,57,-1365.104614,-1387.505127
A11,57,,
A12,57,,
B1,57,20569.90039,-1748.678223
B2,57,14830.67969,-1415.043213
B3,57,18371.55469,-1831.66626
B4,57,14986.44727,-1795.083496
B5,57,13813.98828,-1380.865234
B6,57,18550.42188,-1897.84436
B7,57,12175.40137,-1872.946289
B8,57,16137.9082,-1835.83667
B9,57,-1492.883423,-1454.343262
B10,57,-1744.702759,-1794.127686
B11,57,,
B12,57,,
C1,57,14949.32813,-1756.259521
C2,57,16741.58789,-1631.675049
C3,57,13930.14648,-1619.362793
C4,57,13315.93652,-1695.845581
C5,57,12319.87793,-1807.227905
C6,57,16655.3418,-1901.943237
C7,57,12390.30078,-1820.723877
C8,57,12474.75781,-1879.186523
C9,57,8884.026367,-1824.933716
C10,57,-1590.056885,-1529.086548
C11,57,,
C12,57,,
D1,57,14974.36328,-1696.464111
D2,57,15802.64258,-1407.906616
D3,57,11922.72168,-1696.943115
D4,57,9294.296875,-1725.689453
D5,57,12521.02246,-1750.336182
D6,57,16071.13965,-1915.822144
D7,57,7696.014648,-1677.84668
D8,57,4049.437012,-1763.666016
D9,57,914.84552,-1759.862183
D10,57,,
D11,57,,
D12,57,,
E1,57,11469.89648,-1774.508301
E2,57,12688.48047,-1752.068481
E3,57,13484.98633,-1721.104736
E4,57,9479.266602,-1731.064575
E5,57,8632.698242,-1757.928589
E6,57,12022.83301,-1747.994385
E7,57,-1665.22522,-1651.966187
E8,57,-1515.039429,-1419.844971
E9,57,-934.6598511,-963.8103638
E10,57,,
E11,57,,
E12,57,,
F1,57,6451.85791,-1708.735107
F2,57,9365.203125,-1470.960449
F3,57,4878.731445,-1559.268799
F4,57,4862.051758,-1688.740601
F5,57,5722.562988,-1606.711914
F6,57,6178.210938,-1716.526123
F7,57,-1599.513916,-1624.096558
F8,57,-1811.68103,-1754.801758
F9,57,-1568.994141,-1466.604492
F10,57,,
F11,57,,
F12,57,,
G1,57,-908.1060791,-1770.693848
G2,57,-1515.010742,-1791.678833
G3,57,-1678.51416,-1717.753418
G4,57,-1540.854736,-1484.124756
G5,57,-1894.778564,-2230.936279
G6,57,-1771.787598,-1835.947998
G7,57,-1626.347046,-1652.125
G8,57,-1219.250977,-895.4555664
G9,57,-1657.696899,-1587.499634
G10,57,,
G11,57,,
G12,57,,
H1,57,-880.118103,-767.1542969
H2,57,-1736.192993,-1734.059937
H3,57,-1504.775757,-1561.888184
H4,57,-1824.825928,-1798.752808
H5,57,-1526.505005,-1668.00647
H6,57,-1674.018188,-1701.362305
H7,57,-1574.056396,-1578.928345
