Well,Cycle,FAM
B7,11,-3410.450439
B8,11,-2777.718018
B9,11,1002.264343
B10,11,-4704.694824
B11,11,-4452.315918
B12,11,-4333.449219
C1,11,16589.20898
C2,11,-3905.284668
C3,11,
C4,11,19727.41211
C5,11,23263.71094
C6,11,22795.88867
C7,11,-2402.45752
C8,11,-3612.797852
C9,11,-3875.231934
C10,11,-4123.237305
C11,11,-3741.337402
C12,11,-3884.031982
D1,11,17009.23828
D2,11,-3447.229492
D3,11,
D4,11,-4122.348633
D5,11,-3583.156006
D6,11,-4220.428711
D7,11,597.5371094
D8,11,-3522.049805
D9,11,565.508728
D10,11,-4713.78125
D11,11,-4194.104004
D12,11,-3994.624512
E1,11,16965.57031
E2,11,-4499.643066
E3,11,
E4,11,-3996.022949
E5,11,-4040.392578
E6,11,-4042.0354
E7,11,-2729.268799
E8,11,-2893.025879
E9,11,102.321991
E10,11,-3971.994873
E11,11,-4250.052246
E12,11,-3957.516357
F1,11,16758.22852
F2,11,
F3,11,
F4,11,-4220.509766
F5,11,-3647.671387
F6,11,-4146.751465
F7,11,-3552.372559
F8,11,2070.393311
F9,11,2078.817871
F10,11,
F11,11,
F12,11,
G1,11,-4396.106445
G2,11,
G3,11,
G4,11,-3543.901855
G5,11,-5054.042969
G6,11,-4487.785156
G7,11,-4829.236328
G8,11,-4102.077637
G9,11,-4401.970703
G10,11,
G11,11,
G12,11,
H1,11,-2344.319824
H2,11,-4710.290039
H3,11,
H4,11,-4529.743164
H5,11,-4275.862793
H6,11,-4731.342773
H7,11,-4384.997559
H8,11,-4621.083008
H9,11,-4291.297363
H10,11,-4444.216797
H11,11,-3580.572266
H12,11,-4200.743652
A1,12,11421.21973
A2,12,16605.33203
A3,12,
A4,12,-4352.602051
A5,12,-4148.855469
A6,12,-3862.787598
A7,12,-3503.624023
A8,12,-4110.005859
A9,12,-4599.534668
A10,12,-3602.052734
A11,12,-4482.286133
A12,12,-4389.467773
B1,12,16567.94336
B2,12,-3992.238037
B3,12,
B4,12,19366.54688
B5,12,21970.60352
B6,12,23448.48047
B7,12,-3357.443359
B8,12,-2674.026123
B9,12,1311.199829
B10,12,-4701.065918
B11,12,-4444.928223
B12,12,-4326.768066
C1,12,16873.73828
C2,12,-3905.519531
C3,12,
C4,12,20142.96875
C5,12,23284.69922
C6,12,22980.70117
C7,12,-2304.997559
C8,12,-3599.603271
C9,12,-3823.644531
C10,12,-4101.62793
C11,12,-3751.795166
C12,12,-3884.740967
D1,12,17237.67383
D2,12,-3443.493164
D3,12,
D4,12,-4111.380859
D5,12,-3617.452637
D6,12,-4195.693359
D7,12,903.1832886
D8,12,-3470.233887
D9,12,858.6164551
D10,12,-4703.272461
D11,12,-4190.003906
D12,12,-3993.532227
E1,12,17266.92188
E2,12,-4496.358887
E3,12,
E4,12,-4015.460938
E5,12,-4037.779297
E6,12,-4030.067139
E7,12,-2626.149902
E8,12,-2804.462402
E9,12,351.6558838
E10,12,-3966.050293
E11,12,-4212.688477
E12,12,-3960.825195
F1,12,17039.87891
F2,12,
F3,12,
F4,12,-4227.685059
F5,12,-3596.436035
F6,12,-4105.550781
F7,12,-3503.333984
F8,12,2471.675781
F9,12,2416.578857
F10,12,
F11,12,
F12,12,
G1,12,-4398.738281
G2,12,
G3,12,
G4,12,-3491.898193
G5,12,-5046.68457
G6,12,-4477.679688
G7,12,-4831.834473
G8,12,-4109.677246
G9,12,-4381.77832
G10,12,
G11,12,
G12,12,
H1,12,-2351.28418
H2,12,-4731.72168
H3,12,
H4,12,-4514.751953
H5,12,-4284.094238
H6,12,-4728.10498
H7,12,-4392.349121
H8,12,-4613.61377
H9,12,-4294.512207
H10,12,-4440.094238
H11,12,-3572.816406
H12,12,-4192.614746
A1,13,11575.26367
A2,13,16771.06641
A3,13,
A4,13,-4373.583008
A5,13,-4141.938477
A6,13,-3843.339844
A7,13,-3494.824219
A8,13,-4106.591309
A9,13,-4582.262695
